9.371799999999999575e-03 1.499999999999999944e-01
4.411539999999999906e-02 1.499999999999999944e-01
9.061299999999999910e-02 1.499999999999999944e-01
1.404849999999999988e-01 1.499999999999999944e-01
1.796649999999999914e-01 1.499999999999999944e-01
2.051649999999999863e-01 1.499999999999999944e-01
2.263709999999999889e-01 1.499999999999999944e-01
2.578860000000000041e-01 1.499999999999999944e-01
3.019000000000000017e-01 1.499999999999999944e-01
3.494340000000000224e-01 1.499999999999999944e-01
3.870689999999999964e-01 1.499999999999999944e-01
4.196889999999999787e-01 1.499999999999999944e-01
4.495149999999999979e-01 1.499999999999999944e-01
4.763189999999999924e-01 1.499999999999999944e-01
4.880380000000000273e-01 1.499999999999999944e-01
4.791360000000000063e-01 1.499999999999999944e-01
4.881460000000000243e-01 1.499999999999999944e-01
5.169310000000000294e-01 1.499999999999999944e-01
5.601369999999999960e-01 1.499999999999999944e-01
6.282020000000000381e-01 1.499999999999999944e-01
7.089790000000000258e-01 1.499999999999999944e-01
7.906800000000000495e-01 1.499999999999999944e-01
8.469179999999999486e-01 1.499999999999999944e-01
8.709099999999999620e-01 1.499999999999999944e-01
8.580870000000000442e-01 1.499999999999999944e-01
8.544760000000000133e-01 1.499999999999999944e-01
8.589040000000000008e-01 1.499999999999999944e-01
8.588170000000000526e-01 1.499999999999999944e-01
8.477679999999999660e-01 1.499999999999999944e-01
8.330429999999999779e-01 -4.000000000000000083e-03
8.170110000000000428e-01 -4.000000000000000083e-03
7.990739999999999510e-01 -4.000000000000000083e-03
7.828850000000000531e-01 -4.000000000000000083e-03
7.767669999999999852e-01 -4.000000000000000083e-03
8.075780000000000181e-01 -4.000000000000000083e-03
8.818890000000000340e-01 -4.000000000000000083e-03
9.815730000000000288e-01 -4.000000000000000083e-03
1.063730000000000064e+00 -4.000000000000000083e-03
1.092910000000000048e+00 -4.000000000000000083e-03
1.072009999999999907e+00 -4.000000000000000083e-03
1.093269999999999964e+00 -4.000000000000000083e-03
1.138800000000000034e+00 -4.000000000000000083e-03
1.201040000000000108e+00 -4.000000000000000083e-03
1.292159999999999975e+00 -4.000000000000000083e-03
1.403200000000000003e+00 -4.000000000000000083e-03
1.508729999999999905e+00 -4.000000000000000083e-03
1.568889999999999896e+00 -4.000000000000000083e-03
1.561360000000000081e+00 -4.000000000000000083e-03
1.553870000000000084e+00 -4.000000000000000083e-03
1.574410000000000087e+00 -4.000000000000000083e-03
1.593699999999999894e+00 -4.000000000000000083e-03
1.593299999999999939e+00 -4.000000000000000083e-03
1.563010000000000010e+00 -4.000000000000000083e-03
1.562200000000000033e+00 -4.000000000000000083e-03
1.591390000000000082e+00 -4.000000000000000083e-03
1.626910000000000078e+00 -4.000000000000000083e-03
1.629450000000000065e+00 -4.000000000000000083e-03
1.611350000000000060e+00 -4.000000000000000083e-03
1.656179999999999986e+00 -4.000000000000000083e-03
1.749509999999999899e+00 -4.000000000000000083e-03
1.860479999999999912e+00 -4.000000000000000083e-03
1.960669999999999913e+00 -4.000000000000000083e-03
2.019280000000000186e+00 -4.000000000000000083e-03
2.022349999999999870e+00 -4.000000000000000083e-03
1.991670000000000051e+00 -4.000000000000000083e-03
