2107
6.546810000000000129e-03 1.499999999999999944e-01
1.581669999999999951e-02 1.499999999999999944e-01
2.386980000000000005e-02 1.499999999999999944e-01
3.232519999999999838e-02 1.499999999999999944e-01
4.328160000000000340e-02 1.499999999999999944e-01
5.686220000000000163e-02 1.499999999999999944e-01
6.993639999999999579e-02 1.499999999999999944e-01
7.816620000000000512e-02 1.499999999999999944e-01
7.991130000000000455e-02 1.499999999999999944e-01
8.188629999999999520e-02 1.499999999999999944e-01
9.094679999999999431e-02 1.499999999999999944e-01
1.061040000000000039e-01 1.499999999999999944e-01
1.242400000000000032e-01 1.499999999999999944e-01
1.421040000000000081e-01 1.499999999999999944e-01
1.569220000000000059e-01 1.499999999999999944e-01
1.674609999999999987e-01 1.499999999999999944e-01
1.738629999999999898e-01 1.499999999999999944e-01
1.768699999999999994e-01 1.499999999999999944e-01
1.787789999999999935e-01 1.499999999999999944e-01
1.823269999999999891e-01 1.499999999999999944e-01
1.881490000000000107e-01 1.499999999999999944e-01
1.932349999999999901e-01 1.499999999999999944e-01
1.937000000000000111e-01 1.499999999999999944e-01
1.899180000000000035e-01 1.499999999999999944e-01
1.864000000000000101e-01 1.499999999999999944e-01
1.869740000000000013e-01 1.499999999999999944e-01
1.930729999999999946e-01 1.499999999999999944e-01
1.969720000000000082e-01 1.499999999999999944e-01
1.955379999999999896e-01 1.499999999999999944e-01
2.089560000000000028e-01 1.499999999999999944e-01
2.341129999999999878e-01 1.499999999999999944e-01
2.676060000000000105e-01 1.499999999999999944e-01
3.072320000000000051e-01 1.499999999999999944e-01
3.492660000000000209e-01 1.499999999999999944e-01
3.880700000000000260e-01 1.499999999999999944e-01
4.168339999999999823e-01 1.499999999999999944e-01
4.341240000000000099e-01 1.499999999999999944e-01
4.448380000000000112e-01 1.499999999999999944e-01
4.559400000000000119e-01 1.499999999999999944e-01
4.699090000000000211e-01 1.499999999999999944e-01
4.824669999999999792e-01 1.499999999999999944e-01
4.892050000000000010e-01 1.499999999999999944e-01
4.880120000000000013e-01 1.499999999999999944e-01
4.784829999999999917e-01 1.499999999999999944e-01
4.734280000000000155e-01 1.499999999999999944e-01
4.742700000000000249e-01 1.499999999999999944e-01
4.772009999999999863e-01 1.499999999999999944e-01
4.763669999999999849e-01 1.499999999999999944e-01
4.677939999999999876e-01 1.499999999999999944e-01
4.623059999999999947e-01 1.499999999999999944e-01
4.598999999999999755e-01 1.499999999999999944e-01
4.563820000000000099e-01 1.499999999999999944e-01
4.499389999999999779e-01 1.499999999999999944e-01
4.406360000000000277e-01 1.499999999999999944e-01
4.328190000000000093e-01 1.499999999999999944e-01
4.286980000000000235e-01 1.499999999999999944e-01
4.289060000000000095e-01 1.499999999999999944e-01
4.343569999999999931e-01 1.499999999999999944e-01
4.438549999999999995e-01 1.499999999999999944e-01
4.565930000000000266e-01 1.499999999999999944e-01
4.710409999999999875e-01 1.499999999999999944e-01
4.860169999999999768e-01 1.499999999999999944e-01
5.025410000000000155e-01 1.499999999999999944e-01
5.213389999999999969e-01 1.499999999999999944e-01
5.434160000000000101e-01 1.499999999999999944e-01
5.671500000000000430e-01 1.499999999999999944e-01
5.897689999999999877e-01 1.499999999999999944e-01
6.090780000000000083e-01 1.499999999999999944e-01
6.234480000000000022e-01 1.499999999999999944e-01
6.320029999999999815e-01 1.499999999999999944e-01
6.343569999999999487e-01 1.499999999999999944e-01
6.312999999999999723e-01 1.499999999999999944e-01
6.220780000000000198e-01 1.499999999999999944e-01
6.112919999999999465e-01 1.499999999999999944e-01
6.118240000000000345e-01 1.499999999999999944e-01
6.252569999999999517e-01 1.499999999999999944e-01
6.487929999999999531e-01 1.499999999999999944e-01
6.757469999999999866e-01 1.499999999999999944e-01
7.000790000000000068e-01 1.499999999999999944e-01
7.187320000000000375e-01 1.499999999999999944e-01
7.302619999999999667e-01 1.499999999999999944e-01
7.331029999999999491e-01 1.499999999999999944e-01
7.261950000000000349e-01 1.499999999999999944e-01
7.132540000000000546e-01 1.499999999999999944e-01
7.021950000000000136e-01 1.499999999999999944e-01
